Instance_ID x_center y_center
0 6910.0 140.0
1 140.0 27020.0
2 140.0 43820.0
3 38270.0 70390.0
4 28190.0 70390.0
5 34910.0 70390.0
6 49470.0 70390.0
7 59550.0 70390.0
8 140.0 25900.0
9 140.0 19180.0
10 140.0 16940.0
11 33790.0 140.0
12 140.0 18060.0
13 44990.0 140.0
14 57310.0 140.0
15 87020.0 15820.0
16 87020.0 28140.0
17 87020.0 33740.0
18 40510.0 140.0
19 140.0 42700.0
20 140.0 49420.0
21 140.0 55020.0
22 18110.0 70390.0
23 28190.0 140.0
24 29310.0 70390.0
25 24830.0 70390.0
26 38270.0 140.0
27 49470.0 140.0
28 64030.0 140.0
29 87020.0 14700.0
30 87020.0 23660.0
31 87020.0 37100.0
32 41630.0 70390.0
33 140.0 30380.0
34 140.0 31500.0
35 140.0 34860.0
36 140.0 24780.0
37 61790.0 70390.0
38 48350.0 70390.0
39 74110.0 70390.0
40 51710.0 70390.0
41 66270.0 70390.0
42 58430.0 70390.0
43 30430.0 140.0
44 29310.0 140.0
45 39390.0 140.0
46 48350.0 140.0
47 55070.0 140.0
48 87020.0 21420.0
49 87020.0 27020.0
50 87020.0 32620.0
51 42750.0 140.0
52 140.0 32620.0
53 140.0 33740.0
54 36480.0 43400.0
55 25080.0 43400.0
56 38190.0 35000.0
57 76570.0 40600.0
58 33250.0 40600.0
59 45220.0 60200.0
60 48830.0 60200.0
61 36480.0 57400.0
62 26790.0 57400.0
63 35150.0 57400.0
64 38570.0 12600.0
65 25650.0 12600.0
66 22230.0 18200.0
67 22610.0 23800.0
68 30970.0 21000.0
69 76190.0 26600.0
70 74670.0 15400.0
71 65550.0 12600.0
72 52440.0 12600.0
73 64790.0 18200.0
74 32870.0 35000.0
75 19190.0 35000.0
76 20900.0 35000.0
77 6840.0 35000.0
78 13490.0 29400.0
79 15770.0 32200.0
80 31350.0 35000.0
81 10830.0 32200.0
82 11970.0 35000.0
83 13680.0 32200.0
84 10070.0 35000.0
85 3420.0 32200.0
86 18810.0 32200.0
87 30210.0 26600.0
88 7600.0 32200.0
89 6460.0 32200.0
90 8550.0 32200.0
91 13300.0 35000.0
92 8360.0 35000.0
93 25080.0 23800.0
94 10640.0 18200.0
95 26030.0 18200.0
96 28310.0 23800.0
97 26030.0 21000.0
98 28880.0 21000.0
99 38190.0 15400.0
100 38380.0 7000.0
101 40850.0 9800.0
102 40850.0 15400.0
103 29830.0 12600.0
104 27740.0 12600.0
105 26790.0 12600.0
106 29830.0 15400.0
107 41230.0 18200.0
108 46550.0 21000.0
109 35530.0 15400.0
110 36480.0 18200.0
111 50920.0 18200.0
112 49590.0 18200.0
113 77140.0 26600.0
114 74670.0 26600.0
115 75430.0 29400.0
116 69730.0 26600.0
117 70110.0 18200.0
118 76380.0 15400.0
119 74670.0 18200.0
120 65170.0 21000.0
121 62130.0 26600.0
122 60230.0 15400.0
123 60040.0 12600.0
124 64030.0 12600.0
125 59470.0 21000.0
126 48830.0 12600.0
127 49020.0 9800.0
128 49970.0 12600.0
129 48070.0 15400.0
130 49970.0 21000.0
131 53390.0 29400.0
132 53390.0 32200.0
133 69350.0 23800.0
134 69730.0 29400.0
135 58140.0 32200.0
136 60040.0 18200.0
137 51110.0 12600.0
138 58330.0 18200.0
139 60040.0 32200.0
140 60230.0 35000.0
141 64410.0 37800.0
142 26220.0 60200.0
143 43130.0 54600.0
144 47120.0 54600.0
145 44650.0 54600.0
146 48450.0 54600.0
147 51110.0 51800.0
148 27740.0 57400.0
149 27550.0 54600.0
150 29450.0 54600.0
151 45030.0 51800.0
152 51110.0 49000.0
153 49590.0 57400.0
154 50920.0 63000.0
155 50730.0 60200.0
156 51490.0 57400.0
157 61750.0 54600.0
158 59280.0 60200.0
159 60610.0 54600.0
160 49590.0 49000.0
161 37430.0 43400.0
162 37240.0 46200.0
163 39710.0 46200.0
164 41230.0 46200.0
165 31350.0 43400.0
166 23560.0 43400.0
167 27170.0 43400.0
168 45790.0 43400.0
169 46170.0 46200.0
170 53580.0 40600.0
171 41230.0 37800.0
172 40660.0 40600.0
173 38570.0 37800.0
174 44270.0 37800.0
175 51870.0 37800.0
176 73530.0 35000.0
177 75240.0 37800.0
178 74290.0 37800.0
179 70870.0 35000.0
180 66690.0 35000.0
181 59470.0 37800.0
182 53770.0 37800.0
183 50350.0 37800.0
184 49210.0 35000.0
185 46930.0 37800.0
186 45790.0 37800.0
187 46740.0 40600.0
188 48070.0 40600.0
189 41800.0 49000.0
190 42180.0 43400.0
191 42940.0 46200.0
192 47690.0 43400.0
193 49590.0 40600.0
194 45980.0 54600.0
195 49970.0 54600.0
196 53390.0 60200.0
197 60800.0 57400.0
198 53200.0 57400.0
199 51110.0 54600.0
200 49590.0 43400.0
201 31350.0 40600.0
202 32490.0 29400.0
203 19950.0 32200.0
204 30020.0 32200.0
205 26980.0 26600.0
206 26220.0 32200.0
207 26980.0 23800.0
208 21090.0 32200.0
209 23940.0 26600.0
210 15390.0 23800.0
211 22230.0 32200.0
212 29070.0 26600.0
213 12540.0 23800.0
214 7980.0 23800.0
215 9310.0 23800.0
216 26790.0 35000.0
217 28310.0 37800.0
218 26980.0 46200.0
219 52630.0 21000.0
220 55290.0 21000.0
221 56240.0 21000.0
222 48260.0 21000.0
223 57570.0 21000.0
224 61560.0 37800.0
225 66120.0 40600.0
