Instance_ID x_center y_center
0 39180.0 42.0
1 39468.0 42.0
2 780.0 42.0
3 42828.0 67612.0
4 35820.0 67612.0
5 35916.0 67612.0
6 43116.0 67612.0
7 38412.0 67612.0
8 43020.0 67612.0
9 42540.0 67612.0
10 40428.0 67612.0
11 41676.0 67612.0
12 37836.0 67612.0
13 876.0 42.0
14 37932.0 67612.0
15 39180.0 67612.0
16 40236.0 67612.0
17 39756.0 67612.0
18 39564.0 67612.0
19 37548.0 67612.0
20 38028.0 67612.0
21 37164.0 67612.0
22 39468.0 67612.0
23 38796.0 67612.0
24 972.0 42.0
25 39852.0 67612.0
26 36012.0 67612.0
27 1068.0 42.0
28 1164.0 42.0
29 1260.0 42.0
30 1356.0 42.0
31 1452.0 42.0
32 42252.0 67612.0
33 42732.0 67612.0
34 8748.0 42.0
35 30924.0 67612.0
36 39660.0 42.0
37 94892.0 47340.0
38 71820.0 67612.0
39 94892.0 47052.0
40 94892.0 49356.0
41 94892.0 42828.0
42 72012.0 67612.0
43 63852.0 67612.0
44 94892.0 48012.0
45 62028.0 67612.0
46 94892.0 47436.0
47 39372.0 42.0
48 94892.0 46860.0
49 94892.0 48972.0
50 94892.0 46380.0
51 94892.0 47628.0
52 94892.0 41388.0
53 94892.0 47244.0
54 94892.0 44076.0
55 94892.0 46956.0
56 94892.0 46668.0
57 94892.0 46476.0
58 94892.0 46764.0
59 41196.0 67612.0
60 94892.0 46572.0
61 94892.0 48396.0
62 94892.0 47724.0
63 94892.0 47532.0
64 35244.0 67612.0
65 40812.0 67612.0
66 94892.0 46284.0
67 94892.0 47820.0
68 62316.0 67612.0
69 62988.0 67612.0
70 61644.0 67612.0
71 62892.0 67612.0
72 56268.0 67612.0
73 58092.0 67612.0
74 48684.0 42.0
75 45900.0 67612.0
76 45228.0 67612.0
77 41196.0 42.0
78 41292.0 42.0
79 41388.0 42.0
80 48684.0 67612.0
81 47148.0 42.0
82 48972.0 42.0
83 52716.0 67612.0
84 42444.0 42.0
85 51372.0 67612.0
86 42828.0 42.0
87 43788.0 42.0
88 42924.0 42.0
89 46860.0 67612.0
90 48108.0 42.0
91 50220.0 42.0
92 41580.0 67612.0
93 41292.0 67612.0
94 44268.0 42.0
95 46284.0 42.0
96 52428.0 67612.0
97 46956.0 42.0
98 48972.0 67612.0
99 52044.0 67612.0
100 45708.0 42.0
101 45804.0 42.0
102 45900.0 42.0
103 48108.0 67612.0
104 46860.0 42.0
105 50412.0 67612.0
106 58476.0 67612.0
107 58956.0 67612.0
108 94892.0 33804.0
109 94892.0 31404.0
110 64332.0 67612.0
111 94892.0 32172.0
112 94892.0 31980.0
113 94892.0 32940.0
114 94892.0 31500.0
115 94892.0 32652.0
116 94892.0 32268.0
117 94892.0 32076.0
118 94892.0 33420.0
119 94892.0 33132.0
120 94892.0 32748.0
121 65292.0 67612.0
122 94892.0 34476.0
123 94892.0 31596.0
124 94892.0 33036.0
125 94892.0 33228.0
126 94892.0 31788.0
127 94892.0 31884.0
128 94892.0 32844.0
129 64908.0 67612.0
130 94892.0 31692.0
131 94892.0 34284.0
132 94892.0 32460.0
133 94892.0 33324.0
134 94892.0 32364.0
135 94892.0 34380.0
136 94892.0 33612.0
137 94892.0 32556.0
138 94892.0 33516.0
139 94892.0 33708.0
140 40716.0 67612.0
141 32172.0 67612.0
142 29772.0 67612.0
143 41964.0 67612.0
144 43788.0 67612.0
145 32364.0 67612.0
146 42924.0 67612.0
147 45132.0 67612.0
148 39084.0 67612.0
149 44652.0 67612.0
150 41004.0 67612.0
151 35052.0 67612.0
152 38220.0 67612.0
153 38316.0 67612.0
154 43596.0 67612.0
155 36108.0 67612.0
156 38604.0 67612.0
157 41100.0 67612.0
158 40044.0 67612.0
159 41484.0 67612.0
160 38124.0 67612.0
161 39372.0 67612.0
162 38892.0 67612.0
163 32556.0 67612.0
164 40908.0 67612.0
165 45516.0 67612.0
166 39276.0 67612.0
167 40620.0 67612.0
168 32652.0 67612.0
169 38700.0 67612.0
170 37644.0 67612.0
171 41388.0 67612.0
172 38988.0 67612.0
173 43980.0 67612.0
174 44940.0 67612.0
175 39276.0 42.0
176 42.0 48492.0
177 42.0 49164.0
178 42.0 49356.0
179 42.0 49260.0
180 42.0 49452.0
181 42.0 48588.0
182 42.0 48684.0
183 42.0 44748.0
184 42.0 47532.0
185 42.0 44460.0
186 39564.0 42.0
187 42.0 47340.0
188 42.0 46668.0
189 42.0 45804.0
190 42.0 46572.0
191 42.0 45708.0
192 42.0 45612.0
193 42.0 43692.0
194 42.0 43212.0
195 42.0 42636.0
196 42.0 42156.0
197 42.0 43020.0
198 42.0 41868.0
199 42.0 41772.0
200 42.0 42732.0
201 42.0 43788.0
202 42.0 43884.0
203 42.0 44652.0
204 42.0 46860.0
205 42.0 47436.0
206 42.0 47628.0
207 42.0 36300.0
208 42.0 42348.0
209 42.0 33612.0
210 42.0 36876.0
211 42.0 36684.0
212 42.0 35628.0
213 42.0 34860.0
214 42.0 32940.0
215 42.0 32844.0
216 42.0 36012.0
217 42.0 36588.0
218 42.0 36492.0
219 42.0 37452.0
220 42.0 33516.0
221 42.0 38412.0
222 42.0 40236.0
223 42.0 40140.0
224 42.0 39276.0
225 42.0 39756.0
226 42.0 39660.0
227 42.0 38796.0
228 42.0 37260.0
229 42.0 37836.0
230 42.0 35916.0
231 42.0 34092.0
232 42.0 33900.0
233 42.0 34188.0
234 42.0 32556.0
235 42.0 35244.0
236 42.0 35052.0
237 42.0 35148.0
238 42.0 37164.0
239 42.0 33420.0
240 42.0 37740.0
241 42.0 41964.0
242 42.0 41388.0
243 32460.0 67612.0
